unique_id,image_description,generated_caption,semantic_similarity
1678955be8,"A brown dog with a black nose sits in front of a pink gift box with a floral pattern, looking up expectantly.",a dog with a black nose,0.6284988522529602
28f1e54ee9,"A brown, curly-haired dog with a raised paw stands in a kitchen with wooden floors and teal cabinets.",a dog standing on the floor,0.6039578914642334
2c312e488d,"A collage of two images, one showing a woman holding a baby and the other a woman with a blurred face, with a caption about Mother's Day and government officials.",a woman holding a baby in her arms,0.4583493173122406
05ee295507,"A person making a heart shape with their hands in front of a laptop, with a red background and a 'Global Most Loved Workplaces 2024' badge from Newsweek.",a person is typing on a laptop,0.4997790455818176
10fd5a92b9,"A rattlesnake with its mouth open is shown in a grassy area, possibly in a natural habitat.",a snake is eating a piece of food in the grass,0.4896896183490753
05f39ae000,"Two individuals are shown in a formal setting, one with a black suit and the other with a yellow tie, both appear to be engaged in a discussion or presentation.",a woman in a suit and a man in a suit,0.5004733800888062
16f664dc2c,"An image of a bullet train with a Texas state outline and a star on the map, with a red and yellow line indicating the train's path.",a train traveling through a texas state,0.6508077383041382
158cfad258,"Two individuals are seated at a table with a laptop, one wearing a blue hoodie and the other in a dark sweater with a cap. There are sunglasses and a coffee cup on the table.",two people sitting at a table,0.7009286284446716
21088e738f,"A black and white cat with a pink nose is looking upwards, while a black cat with yellow eyes is lying down in a cardboard box.",two cats are laying in a box together,0.6603642702102661
072e82cb12,"A cocker spaniel with a tongue out sits on a grooming table, looking at the camera with a humorous expression.",a dog sitting on a blue table,0.5043337941169739
09d847ff9e,"An older woman in a white blouse is taking a selfie with her phone, smiling and holding her hand up in front of her face.",a woman sitting on a couch taking a picture of herself,0.4277553558349609
1549b678f5,"An ancient stone church with a green hill in the background, surrounded by a paved walkway and a few potted plants.",a large white building,0.316271960735321
2ca34feb91,"A man in a suit with a raised fist stands at a podium with a microphone, against a blue background with a partial view of a white star.",a man in a suit and tie giving a speech,0.5710344910621643
29be0187ab,"A woman with long brown hair and a light blue blazer is seated, looking directly at the camera with a serious expression.",cair is seen on the set of the today show,0.1796248406171798
2955d4f024,"A video still from a Blacon Interview shows a group of people seated around a table with papers and a laptop, with a timestamp of 00:06:49.",a woman sitting at a table,0.2934018671512604
283b1b394d,"A Golden Retriever is seen in two different positions in a room with a blue cloth, wooden floors, and a white door. The dog is looking towards the camera in both images.",two pictures of a dog standing on the floor,0.5990339517593384
0afc255fb5,"A man in a black suit and red tie is raising his right hand, while a woman in a black suit with a white shirt and a pearl necklace holds a book. Behind them are the American flags and a curtain.",a man and woman are standing in front of a flag,0.4297325611114502
120766ad17,"A man in a grey suit and blue tie sits at a desk with papers in front of him, looking serious, in a news studio setting.",a man in a suit and tie sitting at a table,0.5077515840530396
006c6f1c61,"A woman with a blurred face is seen raising her hand, standing in front of a microphone with a green dome-like structure in the background.",a woman in a pink jacket and glasses speaking into microphones,0.5530040264129639
250257ebb9,"An 8-week-old golden retriever puppy is seen in a black pot surrounded by purple flowers, with its front paws resting on the pot's edge.",a puppy puppy is sitting in a pot of flowers,0.7389204502105713
03f1f2d28e,"A woman with blonde hair and a necklace smiles in a mirror, and another woman lies in a hospital bed with a saline IV drip.",a woman in a hospital bed and a woman in a hospital bed,0.6915985345840454
0b4722c8f0,"A sunset view of a city skyline with a body of water in the foreground, people walking on the sidewalk, and a blue umbrella in the foreground.",a body of water,0.337883710861206
13aac7a86d,"A shelter dog named Evalin is shown with a person in a studio setting, where the dog is being photographed. The dog is wearing a green collar and has a neutral expression.",a dog is sitting on the floor and a man is standing next to him,0.3627417683601379
06469ab88a,"Two men in suits with microphones in front of them, one with a green tie and the other with a blue tie.",two men wearing suits and ties,0.737201452255249
09367d1466,"A man stands at a podium with the Presidential Seal, speaking into a microphone. The background is dark with a large screen displaying a yellow and green graphic.",a man in a suit and tie giving a speech,0.4956892728805542
0bd9dc0192,A person with blonde hair wearing a red and black checkered shirt stands in front of a mirror.,a woman in a red and black plaid shirt,0.3485668301582336
219d923651,"A woman with a tattoo on her left hand is shown from the chest up, wearing a black blazer and a black top, with a blurred background.",a woman with long hair and a black jacket,0.3834661245346069
1de69a84fb,"The image shows a sign with the word 'bumble' illuminated in yellow against a dark background, with a chandelier visible in the lower left corner.",a sign that reads ' humble ' on a wooden wall,0.5295109748840332
1087814de2,"Two men, one with grey hair and glasses, and the other with blonde hair and a red tie, are shown side by side.",donald and sanders,0.282587856054306
1cc61edce3,"A man in a blue suit and red tie is holding a newspaper, with a crowd in the background. The man's face is blurred.",two men in suits and ties are walking through a crowd,0.4947187304496765
328313285f,"A man in a blue suit and tie is seen with a raised fist, surrounded by other individuals in a professional setting.",a woman in a blue suit,0.382786363363266
1dd4537252,"A man in a suit and tie is speaking into a microphone at a table with papers and a red folder, with another man in the background.",a man in a suit and tie sitting at a table,0.6058622002601624
09a4bd2b5f,A man with a blue bandana and a white shirt with blue floral patterns stands against a purple background.,a man in a white shirt and blue tie,0.5383426547050476
